from	entry	name	symbols	symbol	gene_id
H3BND4	H3BND4	H3BND4_HUMAN	PDXDC1	PDXDC1	23042
B2RE46	B2RE46	B2RE46_HUMAN	NA	NA	NA
F8WBR5	F8WBR5	F8WBR5_HUMAN	CALM2	CALM2	805
E9PMI6	E9PMI6	E9PMI6_HUMAN	CLNS1A	CLNS1A	1207
A0A140TA69	A0A140TA69	A0A140TA69_HUMAN	KRT34	KRT34	3885
B2RB23	B2RB23	B2RB23_HUMAN	NA	NA	NA
B5MBZ0	B5MBZ0	B5MBZ0_HUMAN	EML4	EML4	27436
Q8WVW9	Q8WVW9	Q8WVW9_HUMAN	NA	NA	NA
A0A2U3TZU2	A0A2U3TZU2	A0A2U3TZU2_HUMAN	GPI	GPI	2821
E9PP73	E9PP73	E9PP73_HUMAN	COPB1	COPB1	1315
Q05BV5	Q05BV5	Q05BV5_HUMAN	OGFR	OGFR	11054
D6RBW1	D6RBW1	D6RBW1_HUMAN	EIF4E	EIF4E	1977
Q4LE36	Q4LE36	Q4LE36_HUMAN	ACLY variant protein	ACLY	47
A0A140VK56	A0A140VK56	A0A140VK56_HUMAN	NA	NA	6888
A0A024R539	A0A024R539	A0A024R539_HUMAN	LOC51035 hCG_1818009	LOC51035	51035
A0A0S2Z377	A0A0S2Z377	A0A0S2Z377_HUMAN	ANXA6 hCG_39152	ANXA6	309
Q6IB11	Q6IB11	Q6IB11_HUMAN	PGRMC1 hCG_23188	PGRMC1	10857
H0YE29	H0YE29	H0YE29_HUMAN	ARHGAP1	ARHGAP1	392
B4DUH1	B4DUH1	B4DUH1_HUMAN	NA	NA	35
A6NLM8	A6NLM8	A6NLM8_HUMAN	SSR4	SSR4	6748
A0A1B0GUA4	A0A1B0GUA4	A0A1B0GUA4_HUMAN	ASAH1	ASAH1	427
A8K4W0	A8K4W0	A8K4W0_HUMAN	RPS3A	RPS3A	6189
A0A140VJG8	A0A140VJG8	A0A140VJG8_HUMAN	NA	NA	1312
B7Z795	B7Z795	B7Z795_HUMAN	NA	NA	NA
Q59GE4	Q59GE4	Q59GE4_HUMAN	NA	NA	NA
K7ERE2	K7ERE2	K7ERE2_HUMAN	TMEM106A	TMEM106A	113277
B4DVD7	B4DVD7	B4DVD7_HUMAN	EIF3K EIF3S12	EIF3K	27335
A0A3S9JHM1	A0A3S9JHM1	A0A3S9JHM1_HUMAN	COX2	COX2	4513
C9JZK8	C9JZK8	C9JZK8_HUMAN	CRYZL1	CRYZL1	9946
A0A024QZ74	A0A024QZ74	A0A024QZ74_HUMAN	AGMAT hCG_25375	AGMAT	79814
B4DDF7	B4DDF7	B4DDF7_HUMAN	NA	NA	NA
A0A024R3E3	A0A024R3E3	A0A024R3E3_HUMAN	APOA1 hCG_41332	APOA1	335
A0A7I2YQQ3	A0A7I2YQQ3	A0A7I2YQQ3_HUMAN	GGH	GGH	8836
A0A024RBE7	A0A024RBE7	A0A024RBE7_HUMAN	TMPO hCG_2015322	TMPO	7112
A6PW56	A6PW56	A6PW56_HUMAN	PIP5K1A	PIP5K1A	8394
V9HWF9	V9HWF9	V9HWF9_HUMAN	HEL20	HEL20	10380
H0Y614	H0Y614	H0Y614_HUMAN	UFM1	UFM1	51569
A0A2R8YD14	A0A2R8YD14	A0A2R8YD14_HUMAN	RPS24 hCG_22610	RPS24	6229
A0A024R5S5	A0A024R5S5	A0A024R5S5_HUMAN	EIF3S1 EIF3J hCG_39324	EIF3S1	8669
Q6IBR0	Q6IBR0	Q6IBR0_HUMAN	RPN1	RPN1	6184
Q59FI9	Q59FI9	Q59FI9_HUMAN	NA	NA	NA
Q6IAW5	Q6IAW5	Q6IAW5_HUMAN	CALU hCG_41656 tcag7.422	CALU	813
A0A024R3J7	A0A024R3J7	A0A024R3J7_HUMAN	hCG_2032701	hCG_2032701	NA
A0A0G2JPA8	A0A0G2JPA8	A0A0G2JPA8_HUMAN	SERPINF2	SERPINF2	5345
A0A5P8PBC0	A0A5P8PBC0	A0A5P8PBC0_HUMAN	SUMO6 hCG_1766780	SUMO6	NA
Q59EJ3	Q59EJ3	Q59EJ3_HUMAN	NA	NA	NA
A0A7I2V2Q8	A0A7I2V2Q8	A0A7I2V2Q8_HUMAN	CTSC	CTSC	1075
A0A0S2Z471	A0A0S2Z471	A0A0S2Z471_HUMAN	CKB hCG_25499	CKB	1152
A0A384P5L2	A0A384P5L2	A0A384P5L2_HUMAN	NA	NA	NA
Q5JR95	Q5JR95	Q5JR95_HUMAN	RPS8	RPS8	6202
Q4W5E0	Q4W5E0	Q4W5E0_HUMAN	MOB4A	MOB4A	NA
X6RAC9	X6RAC9	X6RAC9_HUMAN	EIF1AX	EIF1AX	1964
A0A140VK00	A0A140VK00	A0A140VK00_HUMAN	NA	NA	563
A0A024R0L6	A0A024R0L6	A0A024R0L6_HUMAN	PAFAH1B3 hCG_21889	PAFAH1B3	5050
Q2F838	Q2F838	Q2F838_HUMAN	NA	NA	NA
Q96QL0	Q96QL0	Q96QL0_HUMAN	RPL3	RPL3	6122
Q53FP0	Q53FP0	Q53FP0_HUMAN	NA	NA	NA
B2R6X6	B2R6X6	B2R6X6_HUMAN	NA	NA	NA
Q13876	Q13876	Q13876_HUMAN	BPGF-1	BPGF-1	5768
V9HW72	V9HW72	V9HW72_HUMAN	HEL-S-94n STIP1 hCG_21368	HEL-S-94n	10963
A0A7P0S5H5	A0A7P0S5H5	A0A7P0S5H5_HUMAN	RPS20	RPS20	6224
D6R956	D6R956	D6R956_HUMAN	UCHL1	UCHL1	7345
Q6FHP5	Q6FHP5	Q6FHP5_HUMAN	PHB	PHB	5245
Q53GA0	Q53GA0	Q53GA0_HUMAN	NA	NA	NA
B4DRC8	B4DRC8	B4DRC8_HUMAN	NA	NA	NA
Q96J80	Q96J80	Q96J80_HUMAN	MERP1	MERP1	54749
A0A024R7G6	A0A024R7G6	A0A024R7G6_HUMAN	EPS15L1 hCG_36964	EPS15L1	58513
A0PJH2	A0PJH2	A0PJH2_HUMAN	ATP5H	ATP5H	10476
A0A024RB72	A0A024RB72	A0A024RB72_HUMAN	COPZ1 hCG_2017593	COPZ1	22818
Q53G71	Q53G71	Q53G71_HUMAN	NA	NA	NA
B4DDT6	B4DDT6	B4DDT6_HUMAN	NA	NA	NA
B1AJY5	B1AJY5	B1AJY5_HUMAN	PSMD10	PSMD10	5716
A0A2R8Y491	A0A2R8Y491	A0A2R8Y491_HUMAN	ESRRB	ESRRB	2103
A0A024R4U3	A0A024R4U3	A0A024R4U3_HUMAN	TTLL12 hCG_1988246	TTLL12	23170
B7Z4K8	B7Z4K8	B7Z4K8_HUMAN	NA	NA	NA
H3BTB7	H3BTB7	H3BTB7_HUMAN	EARS2	EARS2	124454
C9JVW8	C9JVW8	C9JVW8_HUMAN	ATP6V1A	ATP6V1A	523
Q8N2U3	Q8N2U3	Q8N2U3_HUMAN	PRSS3	PRSS3	5646
Q9P0G2	Q9P0G2	Q9P0G2_HUMAN	NA	NA	NA
A0A087WYT3	A0A087WYT3	A0A087WYT3_HUMAN	PTGES3	PTGES3	10728
X5DNC0	X5DNC0	X5DNC0_HUMAN	ALDH5A1	ALDH5A1	7915
F4ZW62	F4ZW62	F4ZW62_HUMAN	NA	NA	3608
H3BRV9	H3BRV9	H3BRV9_HUMAN	NUTF2	NUTF2	10204
A0A024R094	A0A024R094	A0A024R094_HUMAN	PAIP1 hCG_1751685	PAIP1	10605
B2R5H5	B2R5H5	B2R5H5_HUMAN	LSM3	LSM3	27258
A8K670	A8K670	A8K670_HUMAN	NA	NA	NA
Q8TAS0	Q8TAS0	Q8TAS0_HUMAN	NA	NA	509
A0A804HJ17	A0A804HJ17	A0A804HJ17_HUMAN	TPP1	TPP1	1200
Q6FGJ9	Q6FGJ9	Q6FGJ9_HUMAN	GSTM3 hCG_40244	GSTM3	2947
H3BUI0	H3BUI0	H3BUI0_HUMAN	IST1	IST1	9798
B3KQG6	B3KQG6	B3KQG6_HUMAN	NA	NA	NA
Q53ZP9	Q53ZP9	Q53ZP9_HUMAN	NA	NA	NA
A8K5Y7	A8K5Y7	A8K5Y7_HUMAN	NA	NA	NA
A0A024R0H7	A0A024R0H7	A0A024R0H7_HUMAN	WDR77 hCG_39991	WDR77	79084
G3V580	G3V580	G3V580_HUMAN	PRMT5	PRMT5	10419
Q12771	Q12771	Q12771_HUMAN	NA	NA	NA
B4DUL5	B4DUL5	B4DUL5_HUMAN	NA	NA	NA
G3V448	G3V448	G3V448_HUMAN	TMX1	TMX1	81542
A8KA83	A8KA83	A8KA83_HUMAN	NA	NA	NA
A0A8C8KBL6	A0A8C8KBL6	A0A8C8KBL6_HUMAN	ITGA6	ITGA6	3655
A0A6Q8KRG2	A0A6Q8KRG2	A0A6Q8KRG2_HUMAN	GOLGA2	GOLGA2	2801
A0A024R7L5	A0A024R7L5	A0A024R7L5_HUMAN	UPF1 hCG_37042	UPF1	5976
Q6AZ91	Q6AZ91	Q6AZ91_HUMAN	RAB6B	RAB6B	51560
V9HWC4	V9HWC4	V9HWC4_HUMAN	HEL-S-132P PHPT1 hCG_2021985	HEL-S-132P	29085
B7Z899	B7Z899	B7Z899_HUMAN	NA	NA	9520
V9HW38	V9HW38	V9HW38_HUMAN	HEL-S-106	HEL-S-106	NA
C9J0E4	C9J0E4	C9J0E4_HUMAN	CSTA	CSTA	1475
A0A140VJS9	A0A140VJS9	A0A140VJS9_HUMAN	NA	NA	5499
A0A140VK45	A0A140VK45	A0A140VK45_HUMAN	NA	NA	5689
Q53G72	Q53G72	Q53G72_HUMAN	NA	NA	NA
F5H793	F5H793	F5H793_HUMAN	LDHB	LDHB	3945
Q53GQ2	Q53GQ2	Q53GQ2_HUMAN	NA	NA	NA
F8W1R7	F8W1R7	F8W1R7_HUMAN	MYL6	MYL6	4637
H7C4H2	H7C4H2	H7C4H2_HUMAN	SRPRB	SRPRB	58477
B4DMT8	B4DMT8	B4DMT8_HUMAN	NA	NA	NA
V9HWA6	V9HWA6	V9HWA6_HUMAN	HEL32	HEL32	11034
Q53YD7	Q53YD7	Q53YD7_HUMAN	EEF1G hCG_2039458	EEF1G	1937
H0YMV8	H0YMV8	H0YMV8_HUMAN	RPS27L	RPS27L	51065
Q6FID4	Q6FID4	Q6FID4_HUMAN	SARA1	SARA1	NA
V9HWB2	V9HWB2	V9HWB2_HUMAN	HEL-S-20 GAMT hCG_21569	HEL-S-20	2593
Q6LAP8	Q6LAP8	Q6LAP8_HUMAN	NA	NA	NA
Q59GX2	Q59GX2	Q59GX2_HUMAN	NA	NA	6513
H0YEL0	H0YEL0	H0YEL0_HUMAN	GEMIN2	GEMIN2	8487
A0A024R897	A0A024R897	A0A024R897_HUMAN	ARPC5L hCG_29225	ARPC5L	81873
V9GYU3	V9GYU3	V9GYU3_HUMAN	METTL4	METTL4	64863
B3KM36	B3KM36	B3KM36_HUMAN	NA	NA	NA
Q6IAT2	Q6IAT2	Q6IAT2_HUMAN	GCSH	GCSH	2653
Q6FH17	Q6FH17	Q6FH17_HUMAN	ARF6	ARF6	382
Q7Z4Y4	Q7Z4Y4	Q7Z4Y4_HUMAN	AK3	AK3	50808
A0A024R6G4	A0A024R6G4	A0A024R6G4_HUMAN	ALDH6A1 hCG_21723	ALDH6A1	4329
A0A087WWT1	A0A087WWT1	A0A087WWT1_HUMAN	SDHB	SDHB	6390
A0A0G2JRQ5	A0A0G2JRQ5	A0A0G2JRQ5_HUMAN	GSTT1	GSTT1	2952
A0A024R8R3	A0A024R8R3	A0A024R8R3_HUMAN	CDK3 hCG_40885	CDK3	1018
A0A024QZY1	A0A024QZY1	A0A024QZY1_HUMAN	JTV1 hCG_2008782	JTV1	7965
A0A1C7CYX9	A0A1C7CYX9	A0A1C7CYX9_HUMAN	DPYSL2	DPYSL2	1808
Q5VY30	Q5VY30	Q5VY30_HUMAN	RBP4 hCG_37964	RBP4	5950
A0A140VKF2	A0A140VKF2	A0A140VKF2_HUMAN	NA	NA	10213
B4DEM9	B4DEM9	B4DEM9_HUMAN	POLDIP2	POLDIP2	26073
M0QYT0	M0QYT0	M0QYT0_HUMAN	NA	NA	NA
Q9UPE4	Q9UPE4	Q9UPE4_HUMAN	hTIM44	hTIM44	NA
V9HW31	V9HW31	V9HW31_HUMAN	HEL-S-271	HEL-S-271	506
A0A140VK73	A0A140VK73	A0A140VK73_HUMAN	NA	NA	51477
A0A494C0K8	A0A494C0K8	A0A494C0K8_HUMAN	IGSF1	IGSF1	3547
H0Y512	H0Y512	H0Y512_HUMAN	APMAP	APMAP	57136
A0A140VJS3	A0A140VJS3	A0A140VJS3_HUMAN	NA	NA	5705
Q659G3	Q659G3	Q659G3_HUMAN	SRP9 DKFZp564M2223	SRP9	6726
A0A024R573	A0A024R573	A0A024R573_HUMAN	ASRGL1 hCG_1731264	ASRGL1	80150
A0A024R7B7	A0A024R7B7	A0A024R7B7_HUMAN	CDC37 hCG_28478	CDC37	11140
Q59GW6	Q59GW6	Q59GW6_HUMAN	NA	NA	NA
B4DMT5	B4DMT5	B4DMT5_HUMAN	EIF3F EIF3S5	EIF3F	8665
H3BSJ9	H3BSJ9	H3BSJ9_HUMAN	UQCRC2	UQCRC2	7385
B4DP50	B4DP50	B4DP50_HUMAN	NA	NA	NA
D6RF62	D6RF62	D6RF62_HUMAN	PAICS hCG_2027161	PAICS	10606
Q5U0D2	Q5U0D2	Q5U0D2_HUMAN	TAGLN DKFZp686P11128 hCG_2032895	TAGLN	6876
A8K503	A8K503	A8K503_HUMAN	NA	NA	7329
H0YII4	H0YII4	H0YII4_HUMAN	DDI2	DDI2	84301
A0A140VJZ4	A0A140VJZ4	A0A140VJZ4_HUMAN	NA	NA	7347
Q6FGB3	Q6FGB3	Q6FGB3_HUMAN	PCBD	PCBD	NA
C9JPP3	C9JPP3	C9JPP3_HUMAN	RBBP4	RBBP4	5928
A2A2M0	A2A2M0	A2A2M0_HUMAN	RPRD1B	RPRD1B	58490
A8K987	A8K987	A8K987_HUMAN	NA	NA	2939
F8W031	F8W031	F8W031_HUMAN	NA	NA	NA
D6RBD7	D6RBD7	D6RBD7_HUMAN	EEF1E1 hCG_15559	EEF1E1	9521
A8K7J3	A8K7J3	A8K7J3_HUMAN	NA	NA	NA
A0A7P0Z4B9	A0A7P0Z4B9	A0A7P0Z4B9_HUMAN	DDB1	DDB1	1642
A0A1A9C7B7	A0A1A9C7B7	A0A1A9C7B7_HUMAN	BCAM	BCAM	4059
B4DIZ2	B4DIZ2	B4DIZ2_HUMAN	NA	NA	3093
A0A2R8Y540	A0A2R8Y540	A0A2R8Y540_HUMAN	CISD2	CISD2	493856
Q86W17	Q86W17	Q86W17_HUMAN	PRSS1	PRSS1	5644
Q86WV2	Q86WV2	Q86WV2_HUMAN	COX4I1	COX4I1	1327
Q8WYI2	Q8WYI2	Q8WYI2_HUMAN	MST024	MST024	NA
B2R4C5	B2R4C5	B2R4C5_HUMAN	LYZF1 LYZ hCG_24462	LYZF1	4069
A0A024QZN2	A0A024QZN2	A0A024QZN2_HUMAN	hCG_2024613	hCG_2024613	23234
B4DXI8	B4DXI8	B4DXI8_HUMAN	NA	NA	NA
Q549M8	Q549M8	Q549M8_HUMAN	C14orf166 hCG_22667	C14orf166	51637
C9J8P9	C9J8P9	C9J8P9_HUMAN	CLTA	CLTA	1211
B4DNR3	B4DNR3	B4DNR3_HUMAN	NA	NA	NA
B4DKN9	B4DKN9	B4DKN9_HUMAN	NA	NA	387
I4AY87	I4AY87	I4AY87_HUMAN	MIF	MIF	4282
I3L1R7	I3L1R7	I3L1R7_HUMAN	PCYT2	PCYT2	5833
A8K781	A8K781	A8K781_HUMAN	NA	NA	NA
A6NKB8	A6NKB8	A6NKB8_HUMAN	RNPEP	RNPEP	6051
C9JAK5	C9JAK5	C9JAK5_HUMAN	ARF4	ARF4	378
A0A023T787	A0A023T787	A0A023T787_HUMAN	RBM8 RBM8A Y14	RBM8	9939
Q59F44	Q59F44	Q59F44_HUMAN	NA	NA	NA
A0A494C0J7	A0A494C0J7	A0A494C0J7_HUMAN	NA	NA	NA
D6RBS5	D6RBS5	D6RBS5_HUMAN	ELMOD2	ELMOD2	255520
A0A024RDL9	A0A024RDL9	A0A024RDL9_HUMAN	PSPH hCG_1811513	PSPH	5723
Q53FE8	Q53FE8	Q53FE8_HUMAN	NA	NA	55968
A0A0C4MVT1	A0A0C4MVT1	A0A0C4MVT1_HUMAN	Bax	Bax	NA
E9PGT1	E9PGT1	E9PGT1_HUMAN	TSN	TSN	7247
A0A140VKA9	A0A140VKA9	A0A140VKA9_HUMAN	NA	NA	5860
Q9Y3B5	Q9Y3B5	Q9Y3B5_HUMAN	NA	NA	NA
A0A3B3IUA2	A0A3B3IUA2	A0A3B3IUA2_HUMAN	SNU13	SNU13	4809
H0YI31	H0YI31	H0YI31_HUMAN	USP15	USP15	9958
M0R0P7	M0R0P7	M0R0P7_HUMAN	RPL18A	RPL18A	6142
R4GMY8	R4GMY8	R4GMY8_HUMAN	ELOC	ELOC	6921
A0A075B6F6	A0A075B6F6	A0A075B6F6_HUMAN	HM13	HM13	81502
A0MNN4	A0MNN4	A0MNN4_HUMAN	SMU1 hCG_30278	SMU1	55234
V9HWH6	V9HWH6	V9HWH6_HUMAN	HEL-S-156an	HEL-S-156an	4860
Q6FGD7	Q6FGD7	Q6FGD7_HUMAN	TBCA hCG_2016016	TBCA	6902
A0A024RDV7	A0A024RDV7	A0A024RDV7_HUMAN	KPNA3 hCG_2020517	KPNA3	3839
A0A384MDT9	A0A384MDT9	A0A384MDT9_HUMAN	NA	NA	51218
A0A384MR27	A0A384MR27	A0A384MR27_HUMAN	NA	NA	3956
A0A804HJ86	A0A804HJ86	A0A804HJ86_HUMAN	UBA5	UBA5	79876
A8K0D2	A8K0D2	A8K0D2_HUMAN	NA	NA	NA
A0A0S2Z4R1	A0A0S2Z4R1	A0A0S2Z4R1_HUMAN	YARS	YARS	8565
A0A804HJZ7	A0A804HJZ7	A0A804HJZ7_HUMAN	RNASET2	RNASET2	8635
A0A804CD06	A0A804CD06	A0A804CD06_HUMAN	PTPA PPP2R4 hCG_30599	PTPA	5524
B4DKZ2	B4DKZ2	B4DKZ2_HUMAN	NA	NA	NA
Q68E05	Q68E05	Q68E05_HUMAN	DKFZp686A1765 TPD52L2 hCG_22755	DKFZp686A1765	7165
A0A5F9UP49	A0A5F9UP49	A0A5F9UP49_HUMAN	SDF4	SDF4	51150
H0YKC5	H0YKC5	H0YKC5_HUMAN	DUT	DUT	1854
K7EKM4	K7EKM4	K7EKM4_HUMAN	SRM	SRM	6723
A0A5C2GY12	A0A5C2GY12	A0A5C2GY12_HUMAN	NA	NA	NA
A4D0R1	A4D0R1	A4D0R1_HUMAN	SYPL SYPL1 hCG_16932 tcag7.98	SYPL	6856
Q4ZFX3	Q4ZFX3	Q4ZFX3_HUMAN	VSNL1	VSNL1	7447
B4E3A8	B4E3A8	B4E3A8_HUMAN	NA	NA	NA
A0A0G2JQH2	A0A0G2JQH2	A0A0G2JQH2_HUMAN	RPS18	RPS18	6222
B4DEI4	B4DEI4	B4DEI4_HUMAN	NA	NA	NA
A0A140VJF4	A0A140VJF4	A0A140VJF4_HUMAN	NA	NA	644
A0A7S5EWL0	A0A7S5EWL0	A0A7S5EWL0_HUMAN	NA	NA	NA
A0A7I2V4H4	A0A7I2V4H4	A0A7I2V4H4_HUMAN	DCTN2	DCTN2	10540
L0R6E1	L0R6E1	L0R6E1_HUMAN	CACNA2D2	CACNA2D2	9254
A5Y5A3	A5Y5A3	A5Y5A3_HUMAN	NA	NA	NA
